INSERT INTO Taxi VALUES ('YPP6492', 'Renault', 'Citroen', '2003', 'LP881328');
INSERT INTO Taxi VALUES ('AOT8278', 'Citroen', 'Marcopolo', '2021', 'HH462758');
INSERT INTO Taxi VALUES ('BUD3905', 'Suzuki', 'Suzuki', '2002', 'OJ718946');
INSERT INTO Taxi VALUES ('YSS7048', 'Nissan', 'Jaguar', '2024', 'VJ826161');
INSERT INTO Taxi VALUES ('FSJ6641', 'Renault', 'Fiat', '2016', 'AB320763');
INSERT INTO Taxi VALUES ('GVQ9064', 'Honda', 'Suzuki', '2024', 'BS064892');
INSERT INTO Taxi VALUES ('VTF1402', 'Peugeot', 'Honda', '2016', 'PQ801813');
INSERT INTO Taxi VALUES ('WLN0867', 'Citroen', 'Fiat', '2008', 'KV978354');
INSERT INTO Taxi VALUES ('JQI3649', 'Volkswagen', 'Jaguar', '2005', 'RY797713');
INSERT INTO Taxi VALUES ('XYA1409', 'Citroen', 'Jeep', '2016', 'XT866623');
INSERT INTO Taxi VALUES ('HUI2684', 'Peugeot', 'Suzuki', '2011', 'OM485327');
INSERT INTO Taxi VALUES ('VIS7706', 'Renault', 'Honda', '2023', 'KS198406');
INSERT INTO Taxi VALUES ('HDM6341', 'BWM', 'Volkswagen', '2019', 'JG153117');
INSERT INTO Taxi VALUES ('WAB7447', 'Honda', 'Fiat', '2009', 'VX664630');
INSERT INTO Taxi VALUES ('BEO1579', 'BYD', 'Suzuki', '2009', 'UK946965');
INSERT INTO Taxi VALUES ('OQJ6657', 'Jaguar', 'Volkswagen', '2008', 'HW226596');
INSERT INTO Taxi VALUES ('JLC3339', 'Jeep', 'Jeep', '2014', 'XJ046288');
INSERT INTO Taxi VALUES ('RVJ0568', 'Jaguar', 'Renault', '2002', 'DB937445');
INSERT INTO Taxi VALUES ('ZLS5068', 'Mitsubishi', 'BWM', '2023', 'WK701005');
INSERT INTO Taxi VALUES ('ITT8380', 'Volkswagen', 'Nissan', '2010', 'SV102495');
INSERT INTO Taxi VALUES ('HZJ2516', 'Mitsubishi', 'Volkswagen', '2018', 'BC666738');
INSERT INTO Taxi VALUES ('RAW3240', 'Jaguar', 'Volkswagen', '2016', 'AO674943');
INSERT INTO Taxi VALUES ('QJK9924', 'Renault', 'BWM', '2018', 'GE253941');
INSERT INTO Taxi VALUES ('HJK2068', 'Renault', 'Suzuki', '1998', 'CD855021');
INSERT INTO Taxi VALUES ('APF7583', 'Honda', 'Suzuki', '2018', 'RA675111');
INSERT INTO Taxi VALUES ('BUC7886', 'Mitsubishi', 'Peugeot', '2010', 'QC430964');
INSERT INTO Taxi VALUES ('LAM1573', 'Jeep', 'Renault', '2019', 'YC122046');
INSERT INTO Taxi VALUES ('CJY0195', 'Jaguar', 'Jeep', '2007', 'RX831983');
INSERT INTO Taxi VALUES ('VEH1727', 'BWM', 'Peugeot', '2022', 'WB594271');
INSERT INTO Taxi VALUES ('KLW6258', 'Honda', 'Marcopolo', '2010', 'GL245088');
INSERT INTO Taxi VALUES ('RGD8401', 'Jaguar', 'Suzuki', '2023', 'FH096913');
INSERT INTO Taxi VALUES ('KGN8025', 'Honda', 'Volkswagen', '2006', 'KR514027');
INSERT INTO Taxi VALUES ('OMW7885', 'Renault', 'BWM', '2001', 'LO957779');
INSERT INTO Taxi VALUES ('HGS9100', 'Honda', 'Mitsubishi', '2000', 'MN409026');
INSERT INTO Taxi VALUES ('MZB0687', 'Nissan', 'Citroen', '2024', 'TZ057608');
INSERT INTO Taxi VALUES ('LTE1382', 'Honda', 'Mitsubishi', '2009', 'HI925994');
INSERT INTO Taxi VALUES ('EWF2984', 'Suzuki', 'Volkswagen', '2003', 'CQ751335');
INSERT INTO Taxi VALUES ('QGP4356', 'Citroen', 'Peugeot', '2008', 'AX230717');
INSERT INTO Taxi VALUES ('CPJ0728', 'Nissan', 'Renault', '2000', 'PR278226');
INSERT INTO Taxi VALUES ('ZQY9690', 'Renault', 'Volkswagen', '2009', 'OZ211408');
INSERT INTO Taxi VALUES ('CFJ9729', 'Mitsubishi', 'Jaguar', '2001', 'QQ917823');
INSERT INTO Taxi VALUES ('KHJ7941', 'Nissan', 'GWM', '2018', 'GX897027');
INSERT INTO Taxi VALUES ('ANH2403', 'Jaguar', 'Honda', '2002', 'TL372083');
INSERT INTO Taxi VALUES ('NSD4288', 'Marcopolo', 'Renault', '2020', 'GB303710');
INSERT INTO Taxi VALUES ('RMB2465', 'Renault', 'Jaguar', '2013', 'OY239101');
INSERT INTO Taxi VALUES ('MPC3474', 'Jaguar', 'Volkswagen', '2003', 'RZ092059');
INSERT INTO Taxi VALUES ('SSF5293', 'Suzuki', 'Volkswagen', '2023', 'ME929467');
INSERT INTO Taxi VALUES ('XEN8026', 'Renault', 'Marcopolo', '2011', 'OI910291');
INSERT INTO Taxi VALUES ('OVX3350', 'Nissan', 'Suzuki', '2008', 'WV813941');
INSERT INTO Taxi VALUES ('CUR2663', 'Toyota', 'Honda', '2009', 'DB078752');
INSERT INTO Taxi VALUES ('BKG4486', 'Honda', 'Volkswagen', '2018', 'ZR664481');
INSERT INTO Taxi VALUES ('HPG4261', 'Marcopolo', 'Mitsubishi', '2001', 'EX596309');
INSERT INTO Taxi VALUES ('JCU1783', 'Jeep', 'Honda', '2015', 'BA798547');
INSERT INTO Taxi VALUES ('HVS4489', 'Honda', 'BWM', '2024', 'DP575691');
INSERT INTO Taxi VALUES ('QDO3390', 'Fiat', 'Mitsubishi', '2004', 'ZY209817');
INSERT INTO Taxi VALUES ('OIP3044', 'Jaguar', 'Renault', '2018', 'KU065325');
INSERT INTO Taxi VALUES ('XVY5787', 'Fiat', 'Volkswagen', '2006', 'AP197751');
INSERT INTO Taxi VALUES ('PLG9199', 'Citroen', 'BYD', '2023', 'MS359365');
INSERT INTO Taxi VALUES ('LLB6513', 'BWM', 'Mitsubishi', '2001', 'KS874702');
INSERT INTO Taxi VALUES ('GHI7155', 'Volkswagen', 'Suzuki', '2004', 'CP418871');
INSERT INTO Taxi VALUES ('NSK6178', 'Honda', 'Peugeot', '2018', 'JB142406');
INSERT INTO Taxi VALUES ('SLS4845', 'Volkswagen', 'Jaguar', '2013', 'TJ552909');
INSERT INTO Taxi VALUES ('ZLO5967', 'Peugeot', 'GWM', '2006', 'IU339872');
INSERT INTO Taxi VALUES ('EVG2096', 'Honda', 'BYD', '2000', 'JW840963');
INSERT INTO Taxi VALUES ('KBV2322', 'Nissan', 'Suzuki', '2011', 'KF862618');
INSERT INTO Taxi VALUES ('VQZ4500', 'Citroen', 'Peugeot', '2018', 'JH760664');
INSERT INTO Taxi VALUES ('DOB8328', 'Volkswagen', 'Renault', '2016', 'PC970128');
INSERT INTO Taxi VALUES ('CVI9401', 'Nissan', 'Fiat', '2024', 'YG643409');
INSERT INTO Taxi VALUES ('VTM1319', 'BYD', 'Mitsubishi', '2002', 'XR261717');
INSERT INTO Taxi VALUES ('KYZ2141', 'Nissan', 'Jaguar', '2006', 'UN514300');
INSERT INTO Taxi VALUES ('MCB6936', 'Citroen', 'Volkswagen', '2012', 'ZG341685');
INSERT INTO Taxi VALUES ('IKC5738', 'Peugeot', 'Nissan', '2009', 'TL942925');
INSERT INTO Taxi VALUES ('JAE0337', 'GWM', 'Volkswagen', '2020', 'UO842901');
INSERT INTO Taxi VALUES ('JLI7624', 'Citroen', 'Honda', '2007', 'YP489378');
INSERT INTO Taxi VALUES ('PQN9153', 'Honda', 'Jeep', '2020', 'TO925419');
INSERT INTO Taxi VALUES ('NDB4597', 'Fiat', 'Nissan', '2023', 'GX587139');
INSERT INTO Taxi VALUES ('QTZ4341', 'Suzuki', 'Nissan', '2012', 'EV731406');
INSERT INTO Taxi VALUES ('SZN2110', 'BYD', 'Nissan', '2001', 'YM574904');
INSERT INTO Taxi VALUES ('BTA1337', 'Volkswagen', 'Peugeot', '2011', 'SG781638');
INSERT INTO Taxi VALUES ('DNX1450', 'Suzuki', 'Honda', '2018', 'TF466591');
INSERT INTO Taxi VALUES ('FNT4767', 'Renault', 'Volkswagen', '2006', 'VJ315120');
INSERT INTO Taxi VALUES ('DBP5406', 'Fiat', 'Citroen', '2005', 'PN925911');
INSERT INTO Taxi VALUES ('ZHX3803', 'Suzuki', 'BWM', '2013', 'FN442081');
INSERT INTO Taxi VALUES ('EDO5639', 'Nissan', 'Peugeot', '2016', 'PA765545');
INSERT INTO Taxi VALUES ('DQF6206', 'Volkswagen', 'Fiat', '1999', 'MB548508');
INSERT INTO Taxi VALUES ('BTG2034', 'Honda', 'Citroen', '1999', 'SO059221');
INSERT INTO Taxi VALUES ('QDH1228', 'Mitsubishi', 'Renault', '2020', 'NE238688');
INSERT INTO Taxi VALUES ('DFJ9778', 'Honda', 'BWM', '2024', 'UM008821');
INSERT INTO Taxi VALUES ('JUO6181', 'Nissan', 'Marcopolo', '2023', 'HT786923');
INSERT INTO Taxi VALUES ('WHV6873', 'Jaguar', 'Marcopolo', '2018', 'VS996478');
INSERT INTO Taxi VALUES ('AND4557', 'Nissan', 'Volkswagen', '2003', 'AY189366');
INSERT INTO Taxi VALUES ('UCB4825', 'Nissan', 'Suzuki', '2013', 'IJ529616');
INSERT INTO Taxi VALUES ('FFD6936', 'Nissan', 'Toyota', '2010', 'MP438336');
INSERT INTO Taxi VALUES ('IZG2746', 'Citroen', 'BYD', '2003', 'JK208589');
INSERT INTO Taxi VALUES ('XIS2375', 'Nissan', 'BWM', '2007', 'OR981774');
INSERT INTO Taxi VALUES ('EEL0483', 'Peugeot', 'Honda', '2016', 'ZB056647');
INSERT INTO Taxi VALUES ('FEM1000', 'Volkswagen', 'Honda', '2018', 'HC531087');
INSERT INTO Taxi VALUES ('MQS1964', 'Suzuki', 'Citroen', '2004', 'WJ731320');
INSERT INTO Taxi VALUES ('KFC9018', 'Volkswagen', 'Marcopolo', '1998', 'IQ060390');
INSERT INTO Taxi VALUES ('JOX9376', 'Citroen', 'Mitsubishi', '2000', 'FL325286');
INSERT INTO Taxi VALUES ('JEH5433', 'Nissan', 'Peugeot', '2014', 'NQ716417');
INSERT INTO Taxi VALUES ('ZXW0151', 'Honda', 'Honda', '2004', 'RK727210');
INSERT INTO Taxi VALUES ('XKW1691', 'Volkswagen', 'Volkswagen', '2017', 'HL028599');
INSERT INTO Taxi VALUES ('PIV4723', 'Honda', 'Peugeot', '2007', 'RA742402');
INSERT INTO Taxi VALUES ('FUW7454', 'Suzuki', 'GWM', '1998', 'JH783655');
INSERT INTO Taxi VALUES ('KRI1524', 'Jeep', 'Citroen', '2015', 'RW657838');
INSERT INTO Taxi VALUES ('ZQI3847', 'Honda', 'BWM', '2004', 'WZ086735');
INSERT INTO Taxi VALUES ('VHR5309', 'Nissan', 'Suzuki', '2005', 'DH028293');
INSERT INTO Taxi VALUES ('PJI4408', 'Jaguar', 'Marcopolo', '2003', 'KW126298');
INSERT INTO Taxi VALUES ('VOE9256', 'BWM', 'BYD', '2020', 'JZ937311');
INSERT INTO Taxi VALUES ('FOS5060', 'Jaguar', 'Renault', '2015', 'IY741084');
INSERT INTO Taxi VALUES ('EXD9000', 'Mitsubishi', 'Volkswagen', '2023', 'IO210184');
INSERT INTO Taxi VALUES ('EQE0731', 'Marcopolo', 'Mitsubishi', '2012', 'KD105809');
INSERT INTO Taxi VALUES ('OWL6328', 'Honda', 'Peugeot', '2017', 'WB300563');
INSERT INTO Taxi VALUES ('GHI6023', 'Jaguar', 'Peugeot', '2011', 'EP852911');
INSERT INTO Taxi VALUES ('FKR0947', 'Nissan', 'Marcopolo', '2016', 'QD127382');
INSERT INTO Taxi VALUES ('WTW5650', 'Suzuki', 'Mitsubishi', '2024', 'MB066750');
INSERT INTO Taxi VALUES ('CEW4482', 'Volkswagen', 'Suzuki', '2020', 'CH886508');
INSERT INTO Taxi VALUES ('EXM2119', 'Mitsubishi', 'Mitsubishi', '2006', 'BL771858');
INSERT INTO Taxi VALUES ('UKM9049', 'Honda', 'Fiat', '2017', 'JS455533');
INSERT INTO Taxi VALUES ('MRV6462', 'Nissan', 'Citroen', '2022', 'WD098447');
INSERT INTO Taxi VALUES ('DJO3344', 'Marcopolo', 'Nissan', '2013', 'LR936199');
INSERT INTO Taxi VALUES ('VTX4921', 'Fiat', 'Honda', '2008', 'KD621523');
INSERT INTO Taxi VALUES ('KOS0443', 'Nissan', 'Mitsubishi', '2010', 'GR270739');
INSERT INTO Taxi VALUES ('BWO8201', 'Nissan', 'Jaguar', '2022', 'VD998269');
INSERT INTO Taxi VALUES ('XTD2339', 'Suzuki', 'Mitsubishi', '2001', 'VP610370');
INSERT INTO Taxi VALUES ('YHK1456', 'Volkswagen', 'Suzuki', '2017', 'LI420260');
INSERT INTO Taxi VALUES ('KGD3262', 'Fiat', 'Suzuki', '2021', 'CA272994');
INSERT INTO Taxi VALUES ('NIO7133', 'Volkswagen', 'Fiat', '2009', 'LC603910');
INSERT INTO Taxi VALUES ('MGZ8117', 'Jaguar', 'Renault', '2018', 'JM026991');
INSERT INTO Taxi VALUES ('YSN6808', 'Citroen', 'Fiat', '2023', 'BD207016');
INSERT INTO Taxi VALUES ('MNR4355', 'Fiat', 'Nissan', '2009', 'HO818834');
INSERT INTO Taxi VALUES ('VYO0354', 'Volkswagen', 'Citroen', '2022', 'FW562868');
INSERT INTO Taxi VALUES ('TAR9878', 'Honda', 'Fiat', '2007', 'UD361790');
INSERT INTO Taxi VALUES ('JNJ5073', 'Mitsubishi', 'Renault', '2002', 'AP978471');
INSERT INTO Taxi VALUES ('JIA0801', 'Renault', 'Citroen', '2022', 'HV721908');
INSERT INTO Taxi VALUES ('JLP9881', 'Volkswagen', 'BWM', '2016', 'EE199068');
INSERT INTO Taxi VALUES ('ZGO5210', 'Citroen', 'GWM', '1999', 'QE587114');
INSERT INTO Taxi VALUES ('XNC0933', 'Jaguar', 'Suzuki', '2007', 'NV552610');
INSERT INTO Taxi VALUES ('YDH4840', 'Citroen', 'Fiat', '1999', 'DL444563');
INSERT INTO Taxi VALUES ('KQY1225', 'Volkswagen', 'Suzuki', '2003', 'CH412725');
INSERT INTO Taxi VALUES ('UOC9249', 'Mitsubishi', 'Renault', '2002', 'TI715198');
INSERT INTO Taxi VALUES ('YBM8952', 'Jaguar', 'Honda', '1998', 'PC112506');
INSERT INTO Taxi VALUES ('SDK1405', 'Volkswagen', 'Honda', '2015', 'OF508810');
INSERT INTO Taxi VALUES ('MNI0503', 'Volkswagen', 'Renault', '2012', 'ZC635239');
INSERT INTO Taxi VALUES ('JRQ1523', 'Volkswagen', 'Fiat', '2000', 'UC629144');
INSERT INTO Taxi VALUES ('CDZ0198', 'Fiat', 'BWM', '2024', 'AF977406');
INSERT INTO Taxi VALUES ('LBP6755', 'Mitsubishi', 'Jeep', '2012', 'QJ809564');
INSERT INTO Taxi VALUES ('RML4154', 'BWM', 'Renault', '2008', 'RC116601');
INSERT INTO Taxi VALUES ('XKK9696', 'Citroen', 'Volkswagen', '1998', 'NU063445');
INSERT INTO Taxi VALUES ('IXN2632', 'Nissan', 'BWM', '2013', 'NC430860');
INSERT INTO Taxi VALUES ('GRK0282', 'Volkswagen', 'Jaguar', '2011', 'TW061557');
INSERT INTO Taxi VALUES ('DCD5371', 'Renault', 'BYD', '2009', 'ZF782416');
INSERT INTO Taxi VALUES ('RJD9296', 'GWM', 'Nissan', '2009', 'FU661424');
INSERT INTO Taxi VALUES ('SZB1505', 'Fiat', 'BWM', '2004', 'DZ929957');
INSERT INTO Taxi VALUES ('BZC5590', 'Nissan', 'Peugeot', '2020', 'VN831274');
INSERT INTO Taxi VALUES ('JAH4258', 'Mitsubishi', 'Fiat', '2020', 'KP220789');
INSERT INTO Taxi VALUES ('EDK8638', 'Marcopolo', 'Jaguar', '2003', 'JE361198');
INSERT INTO Taxi VALUES ('RMG0649', 'Jeep', 'Nissan', '2002', 'SZ750760');
INSERT INTO Taxi VALUES ('JFW5226', 'Renault', 'GWM', '2001', 'BJ707519');
INSERT INTO Taxi VALUES ('EPW4069', 'Peugeot', 'Mitsubishi', '2014', 'CV856040');
INSERT INTO Taxi VALUES ('TOZ8802', 'BWM', 'Honda', '2015', 'OK537896');
INSERT INTO Taxi VALUES ('RCG9815', 'BWM', 'Peugeot', '2018', 'PQ837891');
INSERT INTO Taxi VALUES ('QRQ8362', 'Mitsubishi', 'Fiat', '2018', 'OW344214');
INSERT INTO Taxi VALUES ('AVM0540', 'Jaguar', 'Marcopolo', '2009', 'AU266591');
INSERT INTO Taxi VALUES ('UQJ0615', 'Honda', 'Toyota', '2022', 'UM064108');
INSERT INTO Taxi VALUES ('YQC3876', 'Fiat', 'Suzuki', '2001', 'YL815119');
INSERT INTO Taxi VALUES ('QAL1287', 'Volkswagen', 'Volkswagen', '2018', 'GF602749');
INSERT INTO Taxi VALUES ('LJL6052', 'BWM', 'Suzuki', '1999', 'UV672369');
INSERT INTO Taxi VALUES ('JUK9654', 'Nissan', 'Honda', '2009', 'KR685045');
INSERT INTO Taxi VALUES ('RLO9285', 'Marcopolo', 'Mitsubishi', '2003', 'QP079420');
INSERT INTO Taxi VALUES ('UQO3438', 'Honda', 'Citroen', '2014', 'BE058548');
INSERT INTO Taxi VALUES ('WRT9062', 'BYD', 'Citroen', '1998', 'CL454965');
INSERT INTO Taxi VALUES ('NSC0367', 'Peugeot', 'Suzuki', '2020', 'UD029490');
INSERT INTO Taxi VALUES ('AGI5539', 'Honda', 'Mitsubishi', '2003', 'HJ966208');
INSERT INTO Taxi VALUES ('TAZ3025', 'Nissan', 'Fiat', '2019', 'FF300404');
INSERT INTO Taxi VALUES ('POU8239', 'Volkswagen', 'Jaguar', '2021', 'GY650201');
INSERT INTO Taxi VALUES ('BRK8697', 'BYD', 'Marcopolo', '2003', 'TF282580');
INSERT INTO Taxi VALUES ('TRO4458', 'Honda', 'Jaguar', '2016', 'KL103168');
INSERT INTO Taxi VALUES ('RDR9120', 'Nissan', 'Peugeot', '2010', 'CQ608789');
INSERT INTO Taxi VALUES ('MNF4518', 'Honda', 'Fiat', '2004', 'QB632340');
INSERT INTO Taxi VALUES ('YVQ4184', 'Jaguar', 'Nissan', '2018', 'SP299284');
INSERT INTO Taxi VALUES ('LBA5959', 'BYD', 'Jeep', '2017', 'DP111038');
INSERT INTO Taxi VALUES ('OWP2475', 'Volkswagen', 'Volkswagen', '2016', 'DX558518');
INSERT INTO Taxi VALUES ('THF8444', 'Mitsubishi', 'Honda', '2017', 'EH796925');
INSERT INTO Taxi VALUES ('LZI4081', 'Volkswagen', 'Renault', '2019', 'NN218269');
INSERT INTO Taxi VALUES ('JCT7166', 'Fiat', 'BYD', '1999', 'EO628466');
INSERT INTO Taxi VALUES ('LNT5547', 'Suzuki', 'Fiat', '2003', 'NE381692');
INSERT INTO Taxi VALUES ('IFB8597', 'Fiat', 'Fiat', '2020', 'ZC125363');
INSERT INTO Taxi VALUES ('THZ2432', 'Citroen', 'Nissan', '2014', 'VW885423');
INSERT INTO Taxi VALUES ('GBA4978', 'Volkswagen', 'Toyota', '2018', 'VJ122920');
INSERT INTO Taxi VALUES ('KRA1993', 'Jeep', 'Citroen', '2005', 'BX782560');
INSERT INTO Taxi VALUES ('BVK9212', 'Renault', 'BYD', '2008', 'QP761790');
INSERT INTO Taxi VALUES ('ZYI8713', 'Citroen', 'Jaguar', '2017', 'EN542409');
INSERT INTO Taxi VALUES ('HTR8801', 'BWM', 'Nissan', '2010', 'SY461094');
INSERT INTO Taxi VALUES ('KXH8366', 'Honda', 'BYD', '2002', 'FS392032');
INSERT INTO Taxi VALUES ('BTY2665', 'Citroen', 'BWM', '2021', 'MS049068');
INSERT INTO Taxi VALUES ('GXB4194', 'Honda', 'Citroen', '2002', 'LK308446');
INSERT INTO Taxi VALUES ('KKB6953', 'Fiat', 'Volkswagen', '2002', 'IF512485');
INSERT INTO Taxi VALUES ('AJA8759', 'Suzuki', 'GWM', '2005', 'EO745731');
INSERT INTO Taxi VALUES ('APS6715', 'Fiat', 'Mitsubishi', '2013', 'XR382124');
INSERT INTO Taxi VALUES ('HYV7615', 'Fiat', 'Suzuki', '2004', 'EU740821');
INSERT INTO Taxi VALUES ('KMJ6660', 'Volkswagen', 'Honda', '2022', 'ZR359707');
INSERT INTO Taxi VALUES ('HSA2358', 'Mitsubishi', 'Honda', '2010', 'CB370540');
INSERT INTO Taxi VALUES ('DAH5841', 'Honda', 'GWM', '2006', 'ZL819059');
INSERT INTO Taxi VALUES ('IXM8772', 'BWM', 'Fiat', '2005', 'ZP204928');
INSERT INTO Taxi VALUES ('JLX8586', 'GWM', 'Nissan', '1998', 'SW317317');
INSERT INTO Taxi VALUES ('AIH9592', 'Citroen', 'Honda', '2023', 'FS701059');
INSERT INTO Taxi VALUES ('XLI2909', 'Mitsubishi', 'Volkswagen', '2000', 'QT464573');
INSERT INTO Taxi VALUES ('PQX6979', 'Peugeot', 'Honda', '2003', 'YC519616');
INSERT INTO Taxi VALUES ('MJV6307', 'BWM', 'Volkswagen', '2008', 'SW884805');
INSERT INTO Taxi VALUES ('HVV9324', 'Renault', 'Volkswagen', '2022', 'XM086685');
INSERT INTO Taxi VALUES ('TJU6884', 'Nissan', 'BYD', '2010', 'GJ512257');
INSERT INTO Taxi VALUES ('LUB7014', 'Nissan', 'Volkswagen', '2019', 'VL652860');
INSERT INTO Taxi VALUES ('EBT9418', 'Volkswagen', 'BYD', '2016', 'FA837787');
INSERT INTO Taxi VALUES ('ANJ0900', 'Suzuki', 'Suzuki', '1999', 'TW212731');
INSERT INTO Taxi VALUES ('UXC8845', 'Jeep', 'Fiat', '2024', 'JG018240');
INSERT INTO Taxi VALUES ('HQE2269', 'Peugeot', 'Suzuki', '1998', 'HM507909');
INSERT INTO Taxi VALUES ('JWK1882', 'Jaguar', 'Nissan', '2009', 'TQ982757');
INSERT INTO Taxi VALUES ('NDF1060', 'Nissan', 'GWM', '2000', 'SF121707');
INSERT INTO Taxi VALUES ('PDL2144', 'Suzuki', 'Marcopolo', '2014', 'IF612953');
INSERT INTO Taxi VALUES ('VTG1804', 'Jeep', 'BYD', '2022', 'KG568018');
INSERT INTO Taxi VALUES ('IYS0873', 'Fiat', 'Mitsubishi', '2020', 'PB039373');
INSERT INTO Taxi VALUES ('JFW5401', 'Honda', 'Nissan', '2000', 'UN805960');
INSERT INTO Taxi VALUES ('GDL0226', 'Suzuki', 'Nissan', '2012', 'YJ905162');
INSERT INTO Taxi VALUES ('NFZ0476', 'BWM', 'Renault', '2017', 'VZ468370');
INSERT INTO Taxi VALUES ('LLB9282', 'Honda', 'Citroen', '2019', 'ZA000331');
INSERT INTO Taxi VALUES ('ELR5741', 'Volkswagen', 'BWM', '2017', 'OP875766');
INSERT INTO Taxi VALUES ('TDJ5449', 'Suzuki', 'Nissan', '2022', 'SD009009');
INSERT INTO Taxi VALUES ('TNI8698', 'BYD', 'Marcopolo', '2011', 'BY842233');
INSERT INTO Taxi VALUES ('EHV4367', 'Citroen', 'Jaguar', '2006', 'NC404608');
INSERT INTO Taxi VALUES ('FQO2490', 'Mitsubishi', 'Jeep', '2009', 'TR530313');
INSERT INTO Taxi VALUES ('GUI3185', 'Nissan', 'BWM', '2009', 'WP540967');
INSERT INTO Taxi VALUES ('BHL6854', 'Citroen', 'Jeep', '2006', 'GA067678');
INSERT INTO Taxi VALUES ('YVF3469', 'BWM', 'Nissan', '1999', 'WX449993');
INSERT INTO Taxi VALUES ('JJR6321', 'Nissan', 'Mitsubishi', '2017', 'IM985447');
INSERT INTO Taxi VALUES ('BFF2447', 'Marcopolo', 'Citroen', '2007', 'VR561150');
INSERT INTO Taxi VALUES ('EVV0789', 'Renault', 'Nissan', '2012', 'YZ178342');
INSERT INTO Taxi VALUES ('PMD1136', 'Fiat', 'BYD', '2002', 'ZP774029');
INSERT INTO Taxi VALUES ('THB3473', 'Marcopolo', 'Citroen', '2021', 'JN601898');
INSERT INTO Taxi VALUES ('GPX8616', 'Volkswagen', 'Jeep', '2004', 'TX547461');
INSERT INTO Taxi VALUES ('TDL5096', 'Volkswagen', 'Volkswagen', '2006', 'SC680775');
INSERT INTO Taxi VALUES ('LKV8854', 'Fiat', 'BWM', '2003', 'TO454143');
INSERT INTO Taxi VALUES ('VSM0089', 'BWM', 'Honda', '2019', 'YE535722');
INSERT INTO Taxi VALUES ('DRD3105', 'Jeep', 'Citroen', '2017', 'JM802602');
INSERT INTO Taxi VALUES ('NQC5569', 'BWM', 'Marcopolo', '1999', 'QL820231');
INSERT INTO Taxi VALUES ('VNZ7019', 'Suzuki', 'Peugeot', '2021', 'NO637514');
INSERT INTO Taxi VALUES ('CNY2482', 'Mitsubishi', 'Citroen', '2006', 'VH294738');
INSERT INTO Taxi VALUES ('KVW5049', 'GWM', 'Jeep', '2010', 'FB856139');
INSERT INTO Taxi VALUES ('FZT6469', 'Suzuki', 'Citroen', '2011', 'YV856753');
INSERT INTO Taxi VALUES ('ZXM5522', 'Mitsubishi', 'Citroen', '2016', 'MT659694');
INSERT INTO Taxi VALUES ('YGJ8012', 'BYD', 'Nissan', '2007', 'FE546449');
INSERT INTO Taxi VALUES ('QRN0806', 'GWM', 'Suzuki', '2019', 'QA797309');
INSERT INTO Taxi VALUES ('HLW5286', 'Peugeot', 'Nissan', '2008', 'EI801515');
INSERT INTO Taxi VALUES ('HSV2543', 'Volkswagen', 'Volkswagen', '2019', 'DL379436');
INSERT INTO Taxi VALUES ('OKT9192', 'Volkswagen', 'Honda', '2000', 'KJ830048');
INSERT INTO Taxi VALUES ('JZF5329', 'Volkswagen', 'Fiat', '2002', 'BS748793');
INSERT INTO Taxi VALUES ('XJF0303', 'Renault', 'BYD', '2021', 'ZS028885');
INSERT INTO Taxi VALUES ('CNC8791', 'GWM', 'Peugeot', '2004', 'SK936370');
INSERT INTO Taxi VALUES ('ZFE9271', 'Suzuki', 'GWM', '2010', 'PA681409');
INSERT INTO Taxi VALUES ('MEM8878', 'Peugeot', 'Jaguar', '2015', 'PZ339678');
INSERT INTO Taxi VALUES ('VJB6560', 'Honda', 'Peugeot', '2024', 'DK171682');
INSERT INTO Taxi VALUES ('YRZ3458', 'Renault', 'Honda', '2007', 'DZ309073');
INSERT INTO Taxi VALUES ('BBY3587', 'Mitsubishi', 'Renault', '2014', 'GW140859');
INSERT INTO Taxi VALUES ('TOP4842', 'Honda', 'GWM', '2015', 'ZZ087685');
INSERT INTO Taxi VALUES ('BDG0031', 'Citroen', 'BYD', '2019', 'UT110447');
INSERT INTO Taxi VALUES ('VDM2464', 'Citroen', 'Nissan', '2018', 'HJ508778');
INSERT INTO Taxi VALUES ('UWM0211', 'Jeep', 'BYD', '2010', 'RB042380');
INSERT INTO Taxi VALUES ('EVZ0974', 'Nissan', 'Nissan', '2015', 'RZ348428');
INSERT INTO Taxi VALUES ('STJ1009', 'Fiat', 'Honda', '2017', 'PT875144');
INSERT INTO Taxi VALUES ('QVQ8750', 'Renault', 'Mitsubishi', '2002', 'BA644974');
INSERT INTO Taxi VALUES ('THA3021', 'Fiat', 'Jaguar', '2023', 'OR293592');
INSERT INTO Taxi VALUES ('YBG0007', 'Honda', 'Renault', '2016', 'LI644580');
INSERT INTO Taxi VALUES ('FXA2980', 'Renault', 'Peugeot', '2001', 'PV050094');
INSERT INTO Taxi VALUES ('RWR5613', 'Honda', 'Toyota', '2017', 'ML458502');
INSERT INTO Taxi VALUES ('PFE1980', 'Volkswagen', 'Renault', '2009', 'BU998866');
INSERT INTO Taxi VALUES ('IEN5078', 'Peugeot', 'Citroen', '2011', 'ZE323642');
INSERT INTO Taxi VALUES ('JZX4938', 'Jaguar', 'Marcopolo', '2021', 'BH802445');
INSERT INTO Taxi VALUES ('CWL2803', 'Fiat', 'Peugeot', '2012', 'LO403699');
